Nov 29, 2017,INCAR,68,GONZG,103,L,0.0,,0.0,
Nov 25, 2017,INCAR,58,HOUST,97,L,0.0,,0.0,
Nov 22, 2017,LOYMA,91,INCAR,87,L,0.0,,0.0,
Nov 17, 2017,MCMUR,49,INCAR,88,W,0.0,,0.0,
Nov 13, 2017,TRNTY,57,INCAR,93,W,0.0,,0.0,
Nov 10, 2017,SWUNIV,71,INCAR,87,W,0.0,,0.0,
Nov 30, 2016,INCAR,48,TEXTK,69,L,0.0,,0.0,
Nov 26, 2016,RICE,87,INCAR,79,L,0.0,,0.0,
Nov 21, 2016,HOWPA,61,INCAR,91,W,0.0,,0.0,
Nov 15, 2016,ST.ED,90,INCAR,93,W,0.0,,0.0,
Nov 11, 2016,INCAR,73,TEXAS,78,L,0.0,,0.0,
Nov 24, 2015,INCAR,63,OKLA,96,L,0.0,,0.0,
Nov 18, 2015,INCAR,61,PURDU,96,L,0.0,,0.0,
Nov 16, 2015,SCHRN,49,INCAR,73,W,0.0,,0.0,
Nov 13, 2015,TXLUTH,65,INCAR,86,W,0.0,,0.0,
Nov 24, 2014,TXINT,83,INCAR,105,W,0.0,,0.0,
Nov 22, 2014,INCAR,79,PRNCE,68,W,0.0,,0.0,
Nov 18, 2014,HUSTN,63,INCAR,94,W,0.0,,0.0,
Nov 14, 2014,TEXTY,49,INCAR,89,W,0.0,,0.0,
Nov 30, 2013,TXINT,56,INCAR,75,W,0.0,,0.0,
Nov 26, 2013,INCAR,67,N.TEX,84,L,0.0,,0.0,
Nov 22, 2013,INCAR,80,SWUNIV,61,W,0.0,,0.0,
Nov 19, 2013,NWOOD,94,INCAR,106,W,0.0,,0.0,
Nov 16, 2013,INCAR,85,HUSTN,78,W,0.0,,0.0,
Nov 11, 2013,INCAR,74,TRNTY,62,W,0.0,,0.0,
Nov 9, 2013,INCAR,88,NWOOD,72,W,0.0,,0.0,
Nov 10, 2006,INCAR,55,TEXPA,76,L,0.0,,0.0,
