Feb 28, 2018,HOUBPT,71,INCAR,83,W,0.0,,0.0,
Feb 24, 2018,INCAR,69,TEXCC,62,W,0.0,,0.0,
Feb 21, 2018,NWST,66,INCAR,54,L,0.0,,0.0,
Feb 17, 2018,SFA,81,INCAR,70,L,0.0,,0.0,
Feb 14, 2018,INCAR,62,LAMAR,85,L,0.0,,0.0,
Feb 10, 2018,INCAR,69,ABILE,80,L,0.0,,0.0,
Feb 7, 2018,SELA,86,INCAR,68,L,0.0,,0.0,
Feb 3, 2018,TEXCC,56,INCAR,51,L,0.0,,0.0,
Feb 23, 2017,NICHL,77,INCAR,68,L,0.0,,0.0,
Feb 18, 2017,SAMHO,53,INCAR,69,W,0.0,,0.0,
Feb 15, 2017,TEXCC,97,INCAR,81,L,0.0,,0.0,
Feb 11, 2017,INCAR,63,SAMHO,72,L,0.0,,0.0,
Feb 9, 2017,INCAR,79,SFA,87,L,0.0,,0.0,
Feb 4, 2017,INCAR,70,HOUBPT,84,L,0.0,,0.0,
Feb 2, 2017,MCNEE,87,INCAR,79,L,0.0,,0.0,
Feb 29, 2016,SFA,84,INCAR,58,L,0.0,,0.0,
Feb 27, 2016,LAMAR,70,INCAR,89,W,0.0,,0.0,
Feb 22, 2016,INCAR,97,HOUBPT,91,W,0.0,,0.0,
Feb 20, 2016,INCAR,69,TEXCC,90,L,0.0,,0.0,
Feb 15, 2016,INCAR,46,SFA,84,L,0.0,,0.0,
Feb 12, 2016,C.ARK,69,INCAR,71,W,0.0,,0.0,
Feb 8, 2016,INCAR,60,NICHL,71,L,0.0,,0.0,
Feb 6, 2016,INCAR,74,LAMAR,71,W,0.0,,0.0,
Feb 2, 2016,TEXCC,65,INCAR,70,W,0.0,,0.0,
Feb 28, 2015,INCAR,66,LAMAR,79,L,0.0,,0.0,
Feb 23, 2015,HOUBPT,64,INCAR,77,W,0.0,,0.0,
Feb 21, 2015,TEXCC,68,INCAR,74,W,0.0,,0.0,
Feb 16, 2015,SFA,90,INCAR,76,L,0.0,,0.0,
Feb 13, 2015,INCAR,77,C.ARK,67,W,0.0,,0.0,
Feb 10, 2015,NICHL,64,INCAR,73,W,0.0,,0.0,
