Jan 31, 2018,NWST,64,NEWOR,82,W,0.0,,0.0,
Jan 27, 2018,NEWOR,68,INCAR,58,W,0.0,,0.0,
Jan 24, 2018,NEWOR,73,NWST,67,W,0.0,,0.0,
Jan 20, 2018,INCAR,70,NEWOR,74,W,0.0,,0.0,
Jan 17, 2018,C.ARK,81,NEWOR,57,L,0.0,,0.0,
Jan 13, 2018,TEXCC,55,NEWOR,61,W,0.0,,0.0,
Jan 10, 2018,NEWOR,68,SFA,78,L,0.0,,0.0,
Jan 6, 2018,NEWOR,82,MCNEE,75,W,0.0,,0.0,
Jan 3, 2018,LAMAR,62,NEWOR,72,W,0.0,,0.0,
Jan 28, 2017,NEWOR,61,SFA,71,L,0.0,,0.0,
Jan 26, 2017,MCNEE,56,NEWOR,75,W,0.0,,0.0,
Jan 21, 2017,NEWOR,81,C.ARK,63,W,0.0,,0.0,
Jan 19, 2017,HOUBPT,64,NEWOR,72,W,0.0,,0.0,
Jan 12, 2017,SAMHO,70,NEWOR,68,L,0.0,,0.0,
Jan 7, 2017,NEWOR,87,INCAR,72,W,0.0,,0.0,
Jan 5, 2017,NEWOR,66,LAMAR,62,W,0.0,,0.0,
Jan 30, 2016,MCNEE,64,NEWOR,76,W,0.0,,0.0,
Jan 25, 2016,C.ARK,83,NEWOR,94,W,0.0,,0.0,
Jan 23, 2016,NEWOR,76,TEXCC,97,L,0.0,,0.0,
Jan 18, 2016,SFA,82,NEWOR,58,L,0.0,,0.0,
Jan 16, 2016,HOUBPT,73,NEWOR,69,L,0.0,,0.0,
Jan 11, 2016,INCAR,71,NEWOR,68,L,0.0,,0.0,
Jan 9, 2016,NEWOR,70,SAMHO,73,L,0.0,,0.0,
Jan 4, 2016,NEWOR,68,LAMAR,64,W,0.0,,0.0,
Jan 31, 2015,NEWOR,61,MCNEE,68,L,0.0,,0.0,
Jan 26, 2015,C.ARK,67,NEWOR,87,W,0.0,,0.0,
Jan 24, 2015,TEXCC,71,NEWOR,67,L,0.0,,0.0,
Jan 19, 2015,NEWOR,54,SFA,79,L,0.0,,0.0,
Jan 17, 2015,NEWOR,73,HOUBPT,74,L,0.0,,0.0,
Jan 12, 2015,NEWOR,66,INCAR,97,L,0.0,,0.0,
