Dec 31, 2017,SELA,73,C.ARK,69,W,0.0,,0.0,
Dec 28, 2017,SFA,62,SELA,73,W,0.0,,0.0,
Dec 21, 2017,SELA,50,ND,86,L,0.0,,0.0,
Dec 19, 2017,SELA,74,ULLAF,82,L,0.0,,0.0,
Dec 16, 2017,SELA,67,GRAMB,68,L,0.0,,0.0,
Dec 14, 2017,SO.NO,77,SELA,106,W,0.0,,0.0,
Dec 12, 2017,SELA,53,UCF,61,L,0.0,,0.0,
Dec 31, 2016,ABILE,53,SELA,75,W,0.0,,0.0,
Dec 28, 2016,SELA,64,SUTHR,53,W,0.0,,0.0,
Dec 20, 2016,SELA,65,N.TEX,71,L,0.0,,0.0,
Dec 17, 2016,SELA,56,TOLDO,78,L,0.0,,0.0,
Dec 12, 2016,FLA&M,69,SELA,108,W,0.0,,0.0,
Dec 3, 2016,SELA,59,LATEC,88,L,0.0,,0.0,
Dec 30, 2015,SELA,66,JACKS,89,L,0.0,,0.0,
Dec 21, 2015,SELA,62,GATEC,75,L,0.0,,0.0,
Dec 15, 2015,SELA,64,FLA&M,67,L,0.0,,0.0,
Dec 13, 2015,SELA,58,FLAST,75,L,0.0,,0.0,
Dec 4, 2015,SUTHR,73,SELA,69,L,0.0,,0.0,
Dec 1, 2015,LY-LA,65,SELA,101,W,0.0,,0.0,
Dec 23, 2014,SELA,63,S.FLA,78,L,0.0,,0.0,
Dec 22, 2014,SELA,65,UCF,70,L,0.0,,0.0,
Dec 19, 2014,WINTH,71,SELA,81,W,0.0,,0.0,
Dec 16, 2014,SELA,62,UTEP,80,L,0.0,,0.0,
Dec 6, 2014,SELA,59,SEMIZ,63,L,0.0,,0.0,
Dec 2, 2014,SELA,57,GONZG,76,L,0.0,,0.0,
Dec 30, 2013,SPRNG,65,SELA,75,W,0.0,,0.0,
Dec 21, 2013,SELA,80,TNMAR,76,W,0.0,,0.0,
Dec 13, 2013,SELA,62,MISST,68,L,0.0,,0.0,
Dec 7, 2013,SEMIZ,74,SELA,73,L,0.0,,0.0,
Dec 3, 2013,SELA,65,ARK,111,L,0.0,,0.0,
