Jan 29, 2018,FLA&M,71,NORFK,80,W,0.0,,0.0,
Jan 27, 2018,BCOOK,70,NORFK,71,W,0.0,,0.0,
Jan 22, 2018,NORFK,99,SAVAN,104,L,0.0,,0.0,
Jan 20, 2018,NORFK,78,SC.ST,54,W,0.0,,0.0,
Jan 18, 2018,NORFK,68,NCA&T,71,L,0.0,,0.0,
Jan 15, 2018,ECSU,76,NORFK,67,L,0.0,,0.0,
Jan 8, 2018,NORFK,63,NCCEN,64,L,0.0,,0.0,
Jan 3, 2018,COPIN,67,NORFK,75,W,0.0,,0.0,
Jan 30, 2017,NCA&T,69,NORFK,83,W,0.0,,0.0,
Jan 28, 2017,BCOOK,66,NORFK,73,W,0.0,,0.0,
Jan 23, 2017,NORFK,74,COPIN,64,W,0.0,,0.0,
Jan 21, 2017,HAMPT,62,NORFK,79,W,0.0,,0.0,
Jan 16, 2017,NORFK,75,DELST,70,W,0.0,,0.0,
Jan 14, 2017,NCCEN,72,NORFK,57,L,0.0,,0.0,
Jan 11, 2017,SAVAN,76,NORFK,80,W,0.0,,0.0,
Jan 4, 2017,NORFK,56,MORGN,58,L,0.0,,0.0,
Jan 30, 2016,NORFK,76,HAMPT,86,L,0.0,,0.0,
Jan 25, 2016,SAVAN,73,NORFK,92,W,0.0,,0.0,
Jan 23, 2016,SC.ST,74,NORFK,87,W,0.0,,0.0,
Jan 18, 2016,NORFK,75,NCA&T,68,W,0.0,,0.0,
Jan 16, 2016,NORFK,88,NCCEN,79,W,0.0,,0.0,
Jan 11, 2016,BCOOK,72,NORFK,70,L,0.0,,0.0,
Jan 9, 2016,FLA&M,56,NORFK,77,W,0.0,,0.0,
Jan 5, 2016,PRNCE,83,NORFK,74,L,0.0,,0.0,
Jan 2, 2016,NORFK,49,ALA,68,L,0.0,,0.0,
Jan 31, 2015,HAMPT,60,NORFK,63,W,0.0,,0.0,
Jan 26, 2015,NORFK,70,SAVAN,54,W,0.0,,0.0,
Jan 24, 2015,NORFK,76,SC.ST,63,W,0.0,,0.0,
Jan 19, 2015,NCA&T,60,NORFK,74,W,0.0,,0.0,
Jan 17, 2015,NCCEN,60,NORFK,56,L,0.0,,0.0,
