North Carolina 1,122.5,89.7
Illinois 1,122.3,89.6
Duke 1,115.7,88.3
Louisville 4,118.8,93.0
Michigan St. 5,119.7,94.0
Oklahoma St. 2,121.2,96.2
Villanova 5,114.7,89.7
Wake Forest 2,124.3,99.5
Kentucky 2,113.0,88.9
Florida 4,116.4,92.5
Kansas 3,115.6,92.5
Oklahoma 3,114.4,91.8
Arizona 3,116.7,94.5
Washington 1,120.6,98.4
Connecticut 2,112.1,90.2
Syracuse 4,115.6,94.7
Wisconsin 6,112.0,91.2
Alabama 5,118.8,98.3
Cincinnati 7,112.5,92.0
Utah 6,113.1,92.7
Utah St. 14,116.0,96.4
Georgia Tech 5,109.2,90.0
North Carolina St. 10,115.0,96.1
Pittsburgh 9,114.8,96.3
Boston College 4,114.3,96.0
Gonzaga 3,119.3,101.4
Iowa 10,111.9,94.7
Texas 8,114.1,97.1
Southern Illinois 7,109.1,92.4
Ohio St.,109.7,93.9
New Mexico 12,112.8,97.3
Texas Tech 6,110.3,94.8
Vanderbilt,111.0,95.7
Mississippi St. 9,109.3,94.0
West Virginia 7,114.1,99.1
Milwaukee 12,110.1,95.4
Maryland,109.3,94.7
George Washington 12,109.9,95.5
Creighton 10,114.3,100.0
Pacific 8,114.5,100.5
Minnesota 8,104.0,89.9
LSU 6,113.9,100.1
Vermont 13,111.3,97.8
Air Force,112.2,98.9
Northern Iowa 11,112.2,98.9
Texas A&M,112.3,98.9
Wichita St.,113.6,100.5
Iowa St. 9,103.1,90.1
Saint Joseph's,106.9,93.9
South Carolina,110.2,97.5
UAB 11,109.2,96.7
Georgetown,112.2,99.8
Memphis,107.8,95.7
Charlotte 7,111.6,99.5
Nevada 9,104.0,91.8
Arkansas,106.2,94.2
Clemson,105.6,93.7
UTEP 11,112.7,101.1
Notre Dame,109.9,98.3
Southwest Missouri St.,108.2,96.8
Providence,111.2,99.8
DePaul,111.8,100.5
Western Michigan,111.6,100.4
Miami OH,106.0,94.9
Indiana,109.2,98.2
Holy Cross,104.7,93.8
Miami FL,111.4,100.5
UCLA 11,107.8,97.1
Stanford 8,106.6,95.9
Arizona St.,111.1,100.8
Kansas St.,109.9,99.8
Akron,106.0,95.9
Old Dominion 12,104.7,94.6
Louisiana Lafayette 13,107.1,97.2
Oral Roberts,107.0,97.1
Buffalo,107.4,97.5
Penn 13,102.1,92.5
Saint Mary's 10,106.8,97.4
Washington St.,96.0,86.9
Nebraska,105.2,96.1
Xavier,111.5,102.4
Tennessee,110.0,101.1
Kent St.,106.6,98.0
Temple,109.4,100.9
Ohio 13,109.8,101.5
Western Kentucky,112.8,104.8
Denver,107.9,99.9
Toledo,107.4,99.5
Virginia,107.1,99.7
UNLV,107.3,100.2
Rice,107.2,100.1
Boston University,100.7,93.9
Oregon,107.0,100.3
Virginia Tech,104.9,98.2
Bucknell 14,102.2,95.6
Ball St.,109.0,102.4
TCU,103.2,96.6
Marquette,109.6,103.0
Cal St. Northridge,103.3,96.7
Houston,106.4,99.8
Missouri,104.2,97.8
Florida St.,105.1,98.9
Hofstra,107.3,101.1
Drexel,106.3,100.7
St. John's,101.6,96.1
Niagara 14,115.2,109.8
Mississippi,102.8,97.8
Winthrop 14,101.5,96.5
Seton Hall,100.4,95.4
Wyoming,105.2,100.4
Dayton,102.2,97.5
Murray St.,108.6,103.9
Colorado,107.4,102.7
Davidson,107.8,103.2
USC,107.7,103.2
Middle Tennessee,104.8,100.2
Cal St. Fullerton,106.5,101.9
San Diego,107.6,103.4
Northeastern,105.8,101.6
Illinois St.,105.9,101.8
Oregon St.,107.0,102.9
VCU,105.6,101.5
Purdue,105.9,101.9
Northwestern,101.8,97.9
San Francisco,101.6,97.8
Bradley,102.4,98.6
Hawaii,105.3,101.7
Michigan,103.5,99.8
Santa Clara,106.4,102.7
SMU,104.8,101.2
Detroit,103.1,99.5
South Florida,103.2,99.9
Bowling Green,107.6,104.4
Southeastern Louisiana 15,97.1,93.9
Pepperdine,107.8,104.7
Illinois Chicago,107.6,104.5
Northern Illinois,108.3,105.5
Drake,105.3,102.8
IUPUI,109.6,107.3
George Mason,108.4,106.3
Rutgers,106.6,104.5
Princeton,105.2,103.1
Eastern Kentucky 15,102.8,100.8
California,102.0,100.2
Butler,109.6,107.9
Arkansas Little Rock,102.6,100.9
Portland,104.9,103.3
Colorado St.,103.5,102.0
Auburn,106.8,105.3
Louisiana Tech,102.6,101.5
Manhattan,103.9,103.3
Evansville,107.4,106.8
Loyola Marymount,98.8,98.2
San Diego St.,105.9,105.4
Tennessee Tech,101.3,100.8
UNC Wilmington,100.0,99.6
BYU,101.4,101.1
Arkansas St.,105.8,105.5
Richmond,104.1,103.8
Indiana St.,97.4,97.1
Albany,103.6,103.4
Southeast Missouri St.,103.7,103.4
College of Charleston,101.1,101.0
Rider,107.3,107.2
Chattanooga 15,98.9,98.8
