Saint Louis,94.7,94.7
Sam Houston St.,97.4,97.5
Fresno St.,101.5,101.6
Texas A&M Corpus Chris,104.5,104.8
Loyola Chicago,100.5,100.7
Northwestern St.,103.7,104.1
Wright St.,104.6,105.1
Georgia Southern,100.9,101.4
Lamar,102.5,103.2
Fairfield,102.3,103.0
Green Bay,104.3,105.2
Tulsa,99.5,100.6
Oakland 16,108.1,109.3
Saint Peter's,104.2,105.6
Massachusetts,99.0,100.6
UMKC,106.0,107.7
Appalachian St.,102.0,103.8
Austin Peay,99.8,101.7
New Orleans,103.1,105.0
American,101.8,103.7
Iona,100.5,102.5
UC Irvine,102.6,104.7
Fordham,97.4,99.6
Samford,109.9,112.3
Fairleigh Dickinson 16,102.7,105.2
Eastern Michigan,103.8,106.4
UCF 15,105.0,107.6
Binghamton,98.5,101.2
Montana 16,99.9,102.6
Tennessee St.,105.3,108.2
Valparaiso,104.6,107.6
East Carolina,97.4,100.3
South Carolina St.,98.8,101.8
Furman,101.7,104.8
UTSA,100.4,103.8
FIU,98.4,102.0
Marshall,104.0,107.8
Yale,98.7,102.8
Cleveland St.,100.6,104.8
Georgia,94.4,99.1
Western Illinois,100.0,104.7
North Texas,100.9,105.6
UNC Greensboro,98.1,103.0
Delaware St. 16,102.3,107.2
Gardner Webb,97.8,102.9
Lehigh,94.9,100.1
UC Santa Barbara,96.4,101.6
Portland St.,99.2,104.4
Boise St.,104.4,109.8
Monmouth,98.1,103.5
Penn St.,101.2,106.6
La Salle,99.2,104.7
Harvard,97.5,103.1
Maine,93.8,99.5
Birmingham Southern,103.4,109.4
Belmont,98.7,104.8
South Alabama,96.1,102.3
Wofford,102.2,108.4
Delaware,95.1,101.5
Utah Valley St.,101.2,107.7
High Point,97.3,103.8
Cornell,101.8,108.7
McNeese St.,97.6,104.5
Eastern Illinois,101.7,108.7
Southern Miss,102.7,109.8
Marist,101.4,108.6
Hampton,94.6,101.8
Northern Arizona,102.3,109.5
Georgia St.,102.2,109.6
Long Beach St.,94.2,101.7
Baylor,103.5,111.1
Montana St.,95.4,103.0
Central Michigan,97.9,105.6
Brown,99.1,106.8
Central Connecticut,102.4,110.4
Chicago St.,97.1,105.2
Florida Atlantic,100.3,108.5
St. Francis NY,96.8,105.0
Mercer,102.1,110.3
Weber St.,101.2,109.6
Idaho,96.0,104.5
Tulane,98.9,107.5
Colgate,99.9,108.5
Coppin St.,92.9,101.6
Columbia,95.5,104.4
Rhode Island,95.5,104.4
UT Arlington,96.9,105.9
Stony Brook,95.8,104.9
Wagner,94.3,103.3
Texas St.,102.1,111.4
Duquesne,102.9,112.2
East Tennessee St.,102.0,111.3
St. Francis PA,104.5,113.9
Mississippi Valley St.,97.8,107.3
Robert Morris,103.1,112.8
Canisius,99.8,109.4
Eastern Washington,92.5,102.3
Troy,104.6,114.6
UNC Asheville,101.0,111.2
UC Davis,101.6,111.8
Stephen F. Austin,97.9,108.3
Southern Utah,101.3,111.8
UC Riverside,93.8,104.3
New Hampshire,97.8,108.3
Norfolk St.,91.6,102.8
New Mexico St.,97.1,108.4
Liberty,97.3,108.7
Coastal Carolina,99.4,111.4
LIU Brooklyn,94.1,106.2
Lafayette,95.2,107.4
Lipscomb,95.5,107.8
Texas Pan American,98.1,110.6
Alabama A&M 16,90.5,102.9
Sacramento St.,95.4,108.0
San Jose St.,94.9,107.4
Elon,92.0,104.7
Dartmouth,94.5,107.2
Stetson,96.4,109.2
Navy,94.7,107.6
Siena,92.9,106.1
Jacksonville St.,99.9,113.3
UMBC,94.2,107.7
Charleston Southern,90.3,103.8
Jacksonville,92.9,106.5
William & Mary,94.4,108.2
Radford,98.1,112.1
IPFW,94.7,108.7
Louisiana Monroe,95.9,110.0
Morehead St.,95.7,110.0
Western Carolina,92.6,106.9
Quinnipiac,100.1,114.5
Morgan St.,92.0,106.3
Towson,96.0,111.0
Jackson St.,89.6,104.8
Grambling St.,93.6,109.0
Alabama St.,87.1,102.8
Florida A&M,96.0,111.8
The Citadel,90.7,106.5
Tennessee Martin,96.7,112.5
Southern,90.8,107.1
Loyola MD,90.6,107.5
Northern Colorado,96.0,113.0
Idaho St.,90.6,107.6
Mount St. Mary's,94.7,112.2
Hartford,92.1,109.7
Cal Poly,96.8,114.7
James Madison,92.2,110.6
Bethune Cookman,90.7,109.1
Texas Southern,93.8,112.2
Sacred Heart,90.3,108.8
VMI,91.4,109.9
Nicholls St.,95.6,114.3
Youngstown St.,92.2,111.8
Centenary,93.5,113.4
North Carolina A&T,83.1,103.6
St. Bonaventure,92.7,113.9
Arkansas Pine Bluff,83.9,106.8
Campbell,87.9,111.4
Howard,89.2,114.6
Army,88.6,114.9
Prairie View A&M,80.7,107.5
Alcorn St.,79.0,106.1
Longwood,84.2,112.1
Savannah St.,78.6,115.8
Maryland Eastern Shore,78.9,116.8
