Duke 1,121.0,86.8
Cincinnati 1,118.1,87.9
Maryland 1,119.2,89.9
Kansas 1,118.7,89.7
Oklahoma 2,114.9,88.9
Indiana 5,114.0,89.2
Florida 5,115.1,90.4
Illinois 4,115.7,92.5
Oregon 2,119.2,96.3
Kentucky 4,113.4,91.2
Marquette 5,113.4,91.9
USC 4,112.8,92.1
Arizona 3,119.3,98.8
Kent St. 10,116.7,96.4
Stanford 8,116.6,96.3
Pittsburgh 3,112.1,92.2
Ohio St. 4,116.4,96.6
Connecticut 2,112.2,92.8
Notre Dame 8,116.1,96.8
South Carolina,107.0,87.9
North Carolina St. 7,113.2,94.0
Alabama 2,114.0,95.3
Xavier 7,111.2,92.6
Gonzaga 6,115.6,97.1
Georgia 3,116.7,98.3
Mississippi St. 3,111.4,93.1
Texas 6,116.0,98.3
Butler,111.9,94.3
Missouri 12,116.2,98.7
Wake Forest 7,118.6,101.3
Texas Tech 6,114.6,97.4
Michigan St. 10,113.0,96.2
Memphis,112.5,95.8
Mississippi 9,113.3,96.7
UCLA 8,113.7,97.3
Georgetown,110.6,94.5
California 6,109.8,93.7
Oklahoma St. 7,107.9,92.1
Miami FL 5,110.5,94.7
Charlotte 9,114.2,98.5
Tulsa 12,116.0,100.4
Dayton,112.9,97.4
Minnesota,113.5,99.0
Western Kentucky 9,110.5,96.0
Utah 12,111.4,97.3
Iowa,110.4,96.8
Valparaiso 13,111.5,97.8
Temple,114.0,100.4
Southern Illinois 11,109.2,95.7
Wisconsin 8,110.7,97.5
Hawaii 10,110.3,97.2
Villanova,106.7,93.5
Virginia,112.0,99.1
Tennessee,110.9,98.2
Ball St.,113.3,100.6
Syracuse,106.1,93.5
Arkansas,108.8,96.2
Penn 11,110.2,98.0
Creighton 12,111.3,99.5
Bowling Green,111.3,99.6
Louisville,108.1,96.4
Pepperdine 10,111.1,99.3
BYU,109.2,97.7
Louisiana Tech,110.0,98.6
UNC Wilmington 13,107.4,96.1
LSU,105.4,94.3
Wyoming 11,107.8,96.7
Saint Joseph's,114.4,103.6
Arizona St.,108.6,98.1
Georgia Tech,111.1,100.6
Boston College 11,109.4,99.4
Tennessee Tech,109.9,100.4
South Florida,107.9,98.4
San Diego St. 13,106.9,97.6
Utah St.,106.3,97.2
St. John's 9,102.7,93.6
UC Santa Barbara 14,108.2,99.3
St. Bonaventure,116.1,107.5
College of Charleston,105.0,96.6
Richmond,104.1,95.8
UNLV,109.7,101.5
Fresno St.,104.4,96.5
Purdue,109.8,102.2
Seton Hall,105.0,97.9
Vanderbilt,107.6,100.5
Saint Louis,98.1,91.2
Colorado,111.3,104.6
Auburn,98.6,92.0
East Tennessee St.,106.2,99.6
Northwestern,99.9,93.4
UC Irvine,108.0,101.5
New Mexico,110.3,103.9
Milwaukee,104.8,98.5
Providence,102.9,96.7
UAB,102.5,96.4
New Mexico St.,109.3,103.4
Arkansas Little Rock,106.8,101.1
Pacific,109.6,103.8
Washington,105.3,99.8
McNeese St. 14,103.2,97.8
San Diego,107.7,102.5
Detroit,104.0,99.0
Nebraska,105.8,100.8
Houston,108.7,103.7
Rutgers,98.0,93.1
Baylor,108.2,103.5
Louisiana Lafayette,99.7,95.0
SMU,107.6,103.2
Oral Roberts,105.4,101.0
TCU,110.0,105.8
UNC Greensboro,103.1,98.8
Manhattan,104.6,100.4
Iowa St.,108.1,103.9
Southwest Missouri St.,107.2,103.0
Ohio,108.2,104.2
Hampton 15,109.9,105.9
Marist,106.7,102.8
Illinois Chicago 15,108.9,105.0
Davidson 13,101.5,97.8
Kansas St.,104.0,100.3
Florida St.,105.8,102.3
VCU,102.9,99.3
Nevada,103.9,100.5
Oregon St.,103.4,100.0
Colorado St.,103.8,100.5
Loyola Chicago,103.5,100.3
Massachusetts,102.0,98.8
Michigan,105.4,102.3
Tulane,104.8,101.7
Western Michigan,107.6,104.6
Montana St.,107.4,104.4
Clemson,107.3,104.4
George Mason,104.7,102.1
Wright St.,110.9,108.3
Georgia St.,107.8,105.2
Georgia Southern,107.0,104.5
North Carolina,105.8,103.2
Chattanooga,103.7,101.3
Miami OH,105.4,103.3
Illinois St.,103.1,100.9
Arkansas St.,105.2,103.1
Virginia Tech,104.3,102.2
Oakland,107.6,105.7
Weber St.,106.1,104.4
Princeton,103.7,102.2
Murray St. 14,106.8,105.5
La Salle,103.9,102.6
Yale,102.9,101.8
UCF,104.4,103.4
Central Connecticut 14,100.6,99.7
The Citadel,105.3,104.6
Wichita St.,107.8,107.2
Toledo,99.1,98.7
Rider,100.2,99.9
Delaware,102.7,102.4
San Francisco,102.9,102.7
Troy St.,104.2,104.1
Eastern Washington,100.2,100.2
Cal Poly,102.5,102.6
UTSA,103.0,103.2
North Texas,108.1,108.3
Holy Cross 16,98.1,98.4
UMKC,101.2,101.5
Old Dominion,102.5,102.9
Southern Miss,97.7,98.1
Marshall,110.0,110.5
Texas Pan American,101.1,101.7
Morehead St.,105.5,106.4
IUPUI,102.3,103.3
DePaul,100.4,101.4
Furman,100.2,101.2
New Orleans,98.4,99.5
James Madison,106.4,107.6
Siena 16,100.8,102.0
Drake,107.1,108.5
Drexel,104.4,105.9
Long Beach St.,102.9,104.4
Northern Iowa,108.2,109.7
Samford,102.5,104.0
Niagara,106.6,108.2
Air Force,103.8,105.5
Cal St. Northridge,98.7,100.4
East Carolina,102.3,104.1
Buffalo,99.6,101.4
Jacksonville,98.7,100.7
Northern Illinois,105.6,107.6
Louisiana Monroe,99.9,101.9
Boise St.,98.2,100.4
UTEP,101.3,103.7
Vermont,105.8,108.2
Florida Atlantic 15,99.6,102.1
West Virginia,103.4,106.1
Cleveland St.,97.6,100.3
Boston University 16,101.3,104.0
Gardner Webb,101.4,104.3
Radford,98.0,100.9
Austin Peay,99.4,102.4
Penn St.,99.3,102.4
Wagner,103.1,106.2
George Washington,102.7,105.9
Sam Houston St.,100.2,103.4
Middle Tennessee,96.8,100.2
Rice,98.0,101.4
Central Michigan,101.6,105.1
Brown,105.9,109.6
American,101.0,105.1
Green Bay,105.3,109.6
Fairfield,99.1,103.4
Centenary,101.4,105.8
Montana 15,102.4,106.9
