Oakland,107.3,110.4
Cal St. Fullerton,107.2,110.3
Morgan St.,99.4,102.6
UNC Asheville,101.5,104.7
Jacksonville St.,102.6,106.0
Loyola Marymount,98.4,101.9
Elon,99.0,102.5
Quinnipiac,102.3,105.9
Savannah St.,88.2,91.8
South Carolina,101.7,105.3
Hawaii,102.8,106.6
Mount St. Mary's,102.5,106.3
Missouri St.,101.0,104.8
Bowling Green,96.9,100.8
William & Mary,106.6,110.6
UC Davis,104.6,108.6
Norfolk St.,96.4,100.6
Marshall,102.3,106.6
High Point,100.2,104.5
Cal St. Northridge,104.1,108.6
Arkansas Little Rock,97.6,102.4
Pepperdine,98.9,103.6
St. Francis NY,103.1,107.9
UC Santa Barbara,98.5,103.3
Southeast Missouri St.,103.9,108.8
Morehead St.,99.6,104.6
Hartford,94.0,99.2
North Carolina A&T 16,93.2,98.5
Sam Houston St.,94.0,99.5
Louisiana Lafayette,100.6,106.4
Seattle,94.0,99.7
Coastal Carolina,97.8,103.6
Brown,95.8,101.7
Eastern Michigan,93.0,99.0
Stetson,101.2,107.2
Florida Atlantic,99.5,105.7
Holy Cross,99.0,105.5
Cal St. Bakersfield,98.3,104.8
Marist,98.8,105.4
Texas Tech,100.5,107.1
Duquesne,100.7,107.5
Miami OH,98.7,105.7
Northern Colorado,102.8,109.8
IPFW,98.2,105.4
Northern Kentucky,97.5,104.7
Western Carolina,101.6,109.0
Wofford,89.2,96.7
Central Michigan,105.1,112.5
North Florida,101.0,108.5
Penn,94.9,102.6
North Dakota,97.2,105.0
South Dakota,105.2,113.0
Fordham,100.2,108.0
Ball St.,99.5,107.3
UTSA,100.9,108.8
Texas St.,101.1,109.1
Mississippi St.,91.8,99.9
Central Connecticut,101.8,109.9
Portland,95.2,103.4
North Texas,97.2,105.5
Cleveland St.,99.6,108.0
Cornell,99.9,108.6
Maine,97.3,106.1
NJIT,94.6,103.4
Appalachian St.,99.4,108.3
TCU,93.4,102.7
Liberty 16,101.3,110.6
New Hampshire,92.8,102.2
Sacred Heart,101.5,111.1
Colgate,97.6,107.3
Bethune Cookman,98.0,107.8
Tennessee Tech,97.1,107.3
Eastern Illinois,100.0,110.2
Hampton,89.2,99.4
Troy,99.1,109.4
Dartmouth,96.4,106.7
Old Dominion,98.6,109.1
American,98.0,108.5
Winthrop,95.3,105.9
Sacramento St.,97.0,107.9
Saint Peter's,92.8,103.9
Arkansas Pine Bluff,92.5,103.7
Georgia Southern,95.8,107.0
VMI,102.3,113.6
Delaware St.,96.7,108.1
Southeastern Louisiana,94.0,105.5
UNC Greensboro,97.1,108.8
UNC Wilmington,97.1,108.9
Jacksonville,95.8,107.9
Lipscomb,98.0,110.2
Nicholls St.,98.6,110.8
McNeese St.,96.0,108.2
Northern Arizona,96.9,109.3
Samford,97.9,110.3
Central Arkansas,100.4,112.9
Utah Valley,98.8,111.4
Radford,91.3,104.0
Chicago St.,91.1,103.7
Siena,95.4,108.1
Eastern Washington,97.2,110.1
Campbell,97.8,110.9
Milwaukee,95.2,108.6
Montana St.,100.4,113.8
Hofstra,89.6,103.0
Portland St.,103.5,117.0
San Jose St.,90.8,104.3
Southern Utah,92.1,105.7
SIU Edwardsville,92.9,106.6
UMBC,95.7,109.6
Monmouth,91.7,105.6
Chattanooga,97.7,111.8
Austin Peay,98.8,113.3
Texas Pan American,94.1,108.6
Coppin St.,93.2,107.7
UC Riverside,89.2,103.8
Texas A&M Corpus Chris,96.1,111.0
Jackson St.,93.9,108.8
Navy,90.0,105.2
UMKC,93.7,109.1
East Tennessee St.,95.1,110.8
Idaho St.,91.9,108.1
Nebraska Omaha,101.8,118.1
Northern Illinois,85.7,102.4
Alcorn St.,85.4,102.2
Prairie View A&M,88.0,105.3
Rice,96.0,113.4
Houston Baptist,87.7,105.3
Louisiana Monroe,92.4,110.4
Florida A&M,89.5,107.9
Howard,84.1,102.5
St. Francis PA,93.4,112.7
Alabama St.,92.3,112.0
Tennessee Martin,93.8,113.9
IUPUI,97.7,118.0
Fairleigh Dickinson,94.0,114.5
Kennesaw St.,91.8,112.5
Alabama A&M,90.8,111.5
The Citadel,98.4,119.2
Longwood,94.6,116.2
Mississippi Valley St.,90.1,112.1
South Carolina St.,91.9,113.9
Presbyterian,94.9,117.8
Furman,91.7,115.0
Binghamton,86.3,110.4
Maryland Eastern Shore,86.6,111.3
New Orleans,87.9,113.2
Lamar,85.9,111.3
Grambling St.,76.0,122.1
