Nov 30, 2017,UTRGV,60,TEXAM,78,L,0.0,,0.0,
Nov 28, 2017,UTRGV,64,SMU,95,L,0.0,,0.0,
Nov 25, 2017,GRAMB,82,UTRGV,76,L,0.0,,0.0,
Nov 22, 2017,UTRGV,68,GATEC,78,L,0.0,,0.0,
Nov 20, 2017,UTRGV,75,N.TEX,63,W,0.0,,0.0,
Nov 18, 2017,UTRGV,58,TEXST,75,L,0.0,,0.0,
Nov 15, 2017,UTRGV,82,TEXCC,75,W,0.0,,0.0,
Nov 13, 2017,BCOOK,74,UTRGV,92,W,0.0,,0.0,
Nov 10, 2017,NICHL,111,UTRGV,106,L,0.0,,0.0,
Nov 29, 2016,UTRGV,68,TEXCC,84,L,0.0,,0.0,
Nov 26, 2016,STFNY,61,UTRGV,71,W,0.0,,0.0,
Nov 25, 2016,GRAMB,93,UTRGV,101,W,0.0,,0.0,
Nov 22, 2016,UTRGV,72,SEMIZ,83,L,0.0,,0.0,
Nov 20, 2016,UTRGV,67,IOWA,95,L,0.0,,0.0,
Nov 16, 2016,TEXCC,94,UTRGV,72,L,0.0,,0.0,
Nov 14, 2016,UTRGV,75,MEMPH,94,L,0.0,,0.0,
Nov 13, 2016,UTRGV,80,TNMAR,88,L,0.0,,0.0,
Nov 30, 2015,TEXPA,65,HOUST,78,L,0.0,,0.0,
Nov 24, 2015,SEMIZ,74,TEXPA,83,W,0.0,,0.0,
Nov 22, 2015,PORST,79,TEXPA,61,L,0.0,,0.0,
Nov 20, 2015,TXAMKG,56,TEXPA,78,W,0.0,,0.0,
Nov 16, 2015,TEXPA,84,N.FLA,106,L,0.0,,0.0,
Nov 13, 2015,TEXPA,59,MIAMI,86,L,0.0,,0.0,
Nov 29, 2014,TEXPA,78,NDAKOT,60,W,-6.0,W,0.0,
Nov 28, 2014,ALAST,91,TEXPA,79,L,+3.0,L,0.0,
Nov 26, 2014,TEXPA,48,UTAH,85,L,-26.0,L,0.0,
Nov 22, 2014,TXAMKG,77,TEXPA,82,W,0.0,,0.0,
Nov 17, 2014,TEXPA,63,TEXSA,62,W,0.0,,0.0,
Nov 14, 2014,WAYLND,80,TEXPA,88,W,0.0,,0.0,
Nov 30, 2013,TEXPA,54,BRAD,74,L,0.0,,0.0,
