North Carolina 1,123.2,92.1
Connecticut 1,116.0,86.8
Pittsburgh 1,121.2,92.3
Memphis 2,112.8,84.2
Louisville 1,111.2,85.2
Missouri 3,116.6,91.8
Oklahoma 2,118.3,93.7
Gonzaga 4,117.5,93.0
Michigan St. 2,114.3,89.9
Duke 2,117.5,93.2
West Virginia 6,115.1,90.9
UCLA 6,119.5,95.6
Villanova 3,114.4,90.5
Kansas 3,114.5,90.7
Arizona St. 6,118.2,95.2
Syracuse 3,117.0,94.8
Washington 4,113.1,91.0
Purdue 5,110.5,88.7
Marquette 6,117.1,96.1
Xavier 4,111.0,90.8
BYU 8,114.0,93.9
Texas 7,112.2,92.5
Clemson 7,116.4,96.7
Wake Forest 4,111.6,92.7
Illinois 5,106.8,88.1
Oklahoma St. 8,116.4,98.1
USC 10,110.0,91.8
Utah 5,110.8,92.9
Wisconsin 12,113.3,95.7
California 7,116.8,99.4
Georgetown,111.1,94.2
Tennessee 9,115.1,98.7
Baylor,116.5,100.1
Ohio St. 8,113.3,96.9
Florida,115.1,98.9
San Diego St.,109.4,93.3
Arizona 12,117.7,101.8
Butler 9,110.3,94.5
Florida St. 5,105.9,90.1
Minnesota 10,108.1,92.6
Notre Dame,115.0,99.6
Miami FL,111.2,95.9
New Mexico,112.2,96.9
Utah St. 11,116.7,101.6
Texas A&M 9,113.1,98.1
LSU 8,111.5,96.6
Michigan 10,112.2,97.5
Kentucky,107.8,93.2
Washington St.,105.0,90.4
Temple 11,109.9,95.5
Kansas St.,109.4,95.2
Stanford,112.5,98.3
UAB,109.4,95.7
VCU 11,110.1,96.4
Maryland 10,110.0,96.4
Saint Mary's,110.6,97.2
Penn St.,111.8,98.9
Tulsa,106.2,93.4
Auburn,106.8,94.3
Illinois St.,109.0,96.5
North Dakota St. 14,114.3,102.0
Rhode Island,113.7,101.5
Nebraska,103.5,91.3
Davidson,105.1,93.1
Northwestern,111.7,99.7
Cleveland St. 13,105.3,93.3
Siena 9,110.3,98.4
Creighton,111.9,100.1
Mississippi St. 13,107.8,96.2
Houston,109.2,97.7
South Carolina,107.3,95.9
Virginia Tech,110.9,99.5
UNLV,106.9,95.6
Boston College 7,113.2,102.0
Niagara,109.2,98.6
Seton Hall,110.7,100.4
Providence,111.0,100.7
Dayton 11,103.3,93.0
Green Bay,112.9,102.7
Vanderbilt,107.6,97.6
North Carolina St.,113.5,103.6
UTEP,108.2,98.4
Northern Iowa 12,110.6,100.9
Vermont,108.7,99.6
Duquesne,115.2,106.2
Cincinnati,108.7,100.0
Iowa,108.6,100.2
Western Kentucky 12,111.1,103.0
George Mason,104.6,96.6
Oral Roberts,103.0,95.2
Miami OH,103.5,96.2
Mississippi,111.4,104.2
Old Dominion,105.0,98.0
Texas Tech,109.3,102.3
Akron 13,102.9,96.0
Wright St.,100.7,93.8
Northeastern,106.4,99.6
Georgia Tech,100.4,93.7
Saint Joseph's,105.7,99.0
Alabama,105.9,99.3
Stephen F. Austin 14,97.0,90.4
Oakland,114.2,107.8
Nevada,105.8,99.8
Virginia,103.5,97.8
East Tennessee St. 16,106.4,100.7
La Salle,105.9,100.5
Cornell 14,108.5,103.3
Cal St. Northridge 15,102.2,97.0
Portland,107.3,102.3
Pacific,108.8,103.9
Oregon St.,106.1,101.2
American 14,105.3,100.6
Iowa St.,102.5,97.9
Richmond,106.8,102.4
Belmont,106.6,102.4
Weber St.,103.2,99.0
Tennessee Martin,108.5,104.3
Portland St. 13,109.2,105.1
Buffalo,102.6,98.6
Bradley,104.9,101.0
St. John's,102.7,98.8
Jacksonville,108.2,104.4
Sam Houston St.,107.3,103.7
Kent St.,103.2,99.7
New Mexico St.,109.4,106.0
TCU,103.5,100.3
Arkansas,105.1,101.9
Evansville,102.7,99.6
Illinois Chicago,105.6,102.6
Wyoming,107.0,104.0
Murray St.,103.1,100.3
Drexel,98.6,95.9
James Madison,105.8,103.3
Wichita St.,102.8,100.4
UCF,105.9,103.6
South Florida,101.5,99.2
Santa Clara,101.6,99.3
Massachusetts,105.1,102.9
UT Arlington,109.4,107.4
